text,user,created_at,geo,location
"This #job might be a great fit for you: Associate Sales - https://t.co/p0uToswhCz #Retail #MtVernon, WA #Hiring #CareerArc",TMJ-WA Retail Jobs,Wed Dec 06 17:58:21 +0000 2017,"[48.4423083, -122.3343129]","Mount Vernon, WA"
"Nike Air Max 95 NS GPX SP
Color: Obsidian/White-Slate
Style Code: AJ7183-400
Price: $180 @… https://t.co/RYKSJlDvsm",Clayton,Wed Dec 06 17:58:22 +0000 2017,"[32.7833, -96.8]","Dallas, TX"
"We're #hiring! Click to apply: Server - https://t.co/4gKYPmeGGF #Hospitality #Alton, IL #Job #Jobs #CareerArc",TMJ-STL HRTA Jobs,Wed Dec 06 17:58:22 +0000 2017,"[38.9211285, -90.1734859]","Alton, IL"
Can you recommend anyone for this #job? Brand Representative - https://t.co/HNh1geDcY8 #Parttime #Studentwork… https://t.co/U4ZbcoSTYd,TMJ-CLT Retail Jobs,Wed Dec 06 17:58:22 +0000 2017,"[35.082188, -80.876336]","Pineville, NC"
"Want to work in #Alpena, MI? View our latest opening: https://t.co/3tUrgYnjYr #Retail #Job #Jobs #Hiring #CareerArc",TMJ-MI Retail Jobs,Wed Dec 06 17:58:22 +0000 2017,"[45.0616794, -83.4327528]","Alpena, MI"
"Want to work in #GreatFalls, MT? View our latest opening: https://t.co/WhFffhY74x #Cosmetology #Job #Jobs #Hiring #CareerArc",TMJ-MT-USA Jobs,Wed Dec 06 17:58:22 +0000 2017,"[47.5181463, -111.3154903]","Great Falls, MT"
"This #job might be a great fit for you: Teller - Hilltop - 20hr - https://t.co/TLDDwNgAB8 #Banking #Portland, OR #Hiring #CareerArc",Portland Bank Jobs,Wed Dec 06 17:58:22 +0000 2017,"[45.5230622, -122.6764816]","Portland, OR"
Join the Cuyuna Regional Medical Center team! See our latest #job opening here: https://t.co/TJBZh5Ks1Q #Nursing… https://t.co/XEoYPfXLQy,MN Nursing Jobs,Wed Dec 06 17:58:22 +0000 2017,"[46.4815609, -93.945304]","Crosby, MN"
"Can you recommend anyone for this #job in #Lakewood, CO? https://t.co/RpPAsWKyRR #FacilitiesMgmt #Hiring",ValetLivingJobs,Wed Dec 06 17:58:22 +0000 2017,"[39.7047095, -105.0813734]","Lakewood, CO"
"See our latest #Canton, MA #job and click to apply: Credit Risk Intern - Summer 2018 - https://t.co/cgJ0TRwbjq… https://t.co/vh5k6DxYhs",TMJ-BOS Mgmt. Jobs,Wed Dec 06 17:58:22 +0000 2017,"[42.1584324, -71.1447732]","Canton, MA"
"See our latest #Monroe, OH #job and click to apply: MDS Nurse - RN - https://t.co/l3jFCDPRt6 #Nursing #Hiring #CareerArc",TMJ-OHD Nursing Jobs,Wed Dec 06 17:58:22 +0000 2017,"[39.4486879, -84.3699767]","Monroe, OH"
"We're #hiring! Read about our latest #job opening here: Hair Stylist - https://t.co/2tl0yZ8GeP #Cosmetology #Reynoldsburg, OH #CareerArc",TMJ-CHH Cosmo Jobs,Wed Dec 06 17:58:22 +0000 2017,"[39.9388852, -82.7864436]","Reynoldsburg, OH"
"This #job might be a great fit for you: Host/Hostess - https://t.co/cuUH3ZfdUB #Hospitality #WaterfordTwp, MI #Hiring #CareerArc",TMJ-MIU HRTA Jobs,Wed Dec 06 17:58:23 +0000 2017,"[42.6474523, -83.3269386]","Waterford, MI"
Having fun with the evereveofficial peeps today!  #trendsend #onsetwithkevin #minnesotagirl… https://t.co/FV7loO1uxG,kevin white,Wed Dec 06 17:58:23 +0000 2017,"[44.99083326, -93.24335634]","Minneapolis, MN"
"All hands on deck for amazing to take place 😊📸💍💃🏻
#YourFavoritePhotographer 
#weddingday… https://t.co/XiZ6zZ0TEZ",WallStreetsVision,Wed Dec 06 17:58:23 +0000 2017,"[41.45291, -88.27192]","Minooka, IL"
"Interested in a #job in #Manassas, VA? This could be a great fit: https://t.co/9ukawaBjZD #Cosmetology #Hiring #CareerArc",Fairfax Cosmo Jobs,Wed Dec 06 17:58:24 +0000 2017,"[38.787324, -77.5164772]","Bull Run, VA"
We're #hiring! Read about our latest #job opening here: Customer Service Cashier - Retail - https://t.co/UlGMTI5MkR… https://t.co/fMpd3vmC5k,TMJ-CO Retail Jobs,Wed Dec 06 17:58:24 +0000 2017,"[38.0872307, -102.6207496]","Lamar, CO"
"I'm at Meijer Gas Station in Ann Arbor, MI https://t.co/edpRIYl2yG",Allen,Wed Dec 06 17:58:25 +0000 2017,"[42.24122122, -83.7656944]","Pittsfield, MI"
"Meet Leigh!

Leigh joined# AutismETC in February 2017. She obtained her Bachelor of Arts in… https://t.co/GNcuFLVI61",AutismETC,Wed Dec 06 17:58:26 +0000 2017,"[36.5297, -87.3592]","Clarksville, TN"
"#TONIGHT PLEASE SHARE!!!!!!
THE FUNNIEST ROOM IN CHICAGO👌
DoNskI ENT PRESENTS . . . . ""DA FUNNY… https://t.co/hs4dFor8bb",DoNskI,Wed Dec 06 17:58:27 +0000 2017,"[41.86925, -87.65844]","Chicago, IL"
That’s why I’m calling Malcolm Jenkins a sellout,Lynch & Kap 2020,Wed Dec 06 17:58:27 +0000 2017,"[29.745324, -95.365964]","Houston, TX"
Tomorrow night my mellow  @cosmobaker and I️ are lacing you with all the vintage 90s cuts. Bring… https://t.co/eUJgYpUfD3,jabair,Wed Dec 06 17:58:27 +0000 2017,"[39.93058, -75.16791]","Philadelphia, PA"
"Book your sew in today! It’s the perfect style for the holidays! 
Follow us!
IG @njoihair
FB… https://t.co/iD7osFGTgn",Naylan Joi H.,Wed Dec 06 17:58:28 +0000 2017,"[33.01724, -96.73501]","Plano, TX"
"We're #hiring! Read about our latest #job opening here: Case Picker - https://t.co/NboKPjCFEj #SupplyChain #VeroBeach, FL #CareerArc",Florida S-Chain,Wed Dec 06 17:58:28 +0000 2017,"[27.6386434, -80.3972736]","Vero Beach, FL"
"If you're looking for work in #Seattle, WA, check out this #job: https://t.co/5lPbihZ734 #Clerical #Hiring #CareerArc",TMJ-SEA Cleric. Jobs,Wed Dec 06 17:58:29 +0000 2017,"[47.6062095, -122.3320708]","Seattle, WA"
"We're #hiring! Click to apply: Sewer - https://t.co/8Ojg920HRE #Utilities #SaintPetersburg, FL #Job #Jobs #CareerArc",TMJ - TPA Util Jobs,Wed Dec 06 17:58:29 +0000 2017,"[27.8756643, -82.6537455]","St Petersburg, FL"
"See our latest #HarkerHeights, TX #job and click to apply: Radiology Technical Assistant - https://t.co/0mzqYg6zrQ… https://t.co/PVOG0aU2D9",Seton HH Jobs,Wed Dec 06 17:58:29 +0000 2017,"[31.0727214, -97.6831025]","Harker Heights, TX"
Because #sharing is caring and last Saturday at the @ atlantaholidayhome with @kimberlysundt was… https://t.co/pE5Xl3Uphl,Sumptuous Living,Wed Dec 06 17:58:30 +0000 2017,"[33.7489, -84.3881]","Atlanta, GA"
"#vodka #sarahbahbah #artbaselweek #miami #southbeach @ Nautilus, a SIXTY Hotel https://t.co/wOzZEedIs5",Damien A Roman,Wed Dec 06 17:58:30 +0000 2017,"[25.7944517, -80.129139]","Miami Beach, FL"
"Obligatory Union Station Christmas tree post: 

It's beginning to look a lot like Christmas!… https://t.co/wyh5wqkAV8",Vanessa I. Oblinger,Wed Dec 06 17:58:30 +0000 2017,"[38.89845476, -77.00597495]","Washington, DC"
"Yes we did! #Repost @keishabottoms
・・・ @ Buckhead Atlanta https://t.co/sTkp72OVgG",D🔺RYLE,Wed Dec 06 17:58:30 +0000 2017,"[33.82598689, -84.36155151]","Atlanta, GA"
"We're #hiring! Read about our latest #job opening here: Litigation Paralegal - https://t.co/GagakS2n3Q #Sales #Seattle, WA #CareerArc",TMJ - SEA Sales Jobs,Wed Dec 06 17:58:30 +0000 2017,"[47.6062095, -122.3320708]","Seattle, WA"
"If you're looking for work in #Raritan, NJ, check out this #job: https://t.co/lA3vZ4PX4z #KellyJobs #KellyServices… https://t.co/7xao1j1NON",Newark Office/Cler.,Wed Dec 06 17:58:31 +0000 2017,"[40.5695474, -74.6329363]","Raritan, NJ"
"This #job might be a great fit for you: Consulting Manager – Business Process Services, Six Sigma / Lean - Location… https://t.co/Mh8OZvtUQJ",Atlanta IT Jobs,Wed Dec 06 17:58:31 +0000 2017,"[33.7489954, -84.3879824]","Atlanta, GA"
"Want to work in #ChulaVista, CA? View our latest opening: https://t.co/PQTwCSMQOl #FitFam #Fitness #Job #Jobs #Hiring #CareerArc",TMJ-SAN Educ. Jobs,Wed Dec 06 17:58:31 +0000 2017,"[32.6365829, -117.0189931]","Chula Vista, CA"
"Can you recommend anyone for this #job in #Berwyn, PA? https://t.co/qnYF6hqorT #Transportation #Hiring #CareerArc",TMJ-PHL Transp. Jobs,Wed Dec 06 17:58:31 +0000 2017,"[40.045824, -75.4395931]","Devon, PA"
This THURSDAY 🎄⛄️🎠🎅🏻❤️🤶🏻 I will be jamming for ARTWALK 🎨TOMORROW NIGHT @ Laguna Beach Wine… https://t.co/Dol0h0zznP,Anesha Rose,Wed Dec 06 17:58:32 +0000 2017,"[33.5283585, -117.7712402]","Laguna Beach, CA"
"Join the Starbucks team! See our latest #job opening here: https://t.co/ntheBlKeel #CustomerService #Columbus, OH #Hiring #CareerArc",TMJ-CHH CstSrv Jobs,Wed Dec 06 17:58:31 +0000 2017,"[39.9255698, -83.1185484]","Columbus, OH"
This #job might be a great fit for you: Warehouse/2nd Shift Repacker - https://t.co/nx4fkLfemW #SupplyChain… https://t.co/zfD2jF71cT,KansasCity SupplyChn,Wed Dec 06 17:58:32 +0000 2017,"[39.1347147, -94.5160396]","Kansas City, MO"
"We're #hiring! Read about our latest #job opening here: Graphic Designer - https://t.co/tOndhepmgJ #Art #EarthCity, MO #CareerArc",TMJ-STL Art Jobs,Wed Dec 06 17:58:32 +0000 2017,"[38.7699175, -90.4667501]","Bridgeton, MO"
"Want to work in #Scottsville, KY? View our latest opening: https://t.co/cSmQlYGsJN #BusinessMgmt #Job #Jobs #Hiring #CareerArc",TMJ-KY Mgmt. Jobs,Wed Dec 06 17:58:32 +0000 2017,"[36.756249, -86.1751894]","Scottsville, KY"
"""Speakeasy/Poetry &amp; Storytime"" is raising money for a great organization...Autism Speaks. Help… https://t.co/WhNyxXYE6Z",Chris (19art81.com),Wed Dec 06 17:58:32 +0000 2017,"[41.8369, -87.6844]","Chicago, IL"
"We're #hiring! Click to apply: Shift Supervisor - https://t.co/gl3bfAn1Vw #parttime #Hospitality #Coronado, CA… https://t.co/KGZYu8LKvp",TMJ-SAN HRTA Jobs,Wed Dec 06 17:58:33 +0000 2017,"[32.6862352, -117.1800048]","Coronado, CA"
"I'm at Cards And Comics Connection in Conroe, TX https://t.co/9mUvweXgIr",Heathyre Perara,Wed Dec 06 17:58:34 +0000 2017,"[30.33392889, -95.47444039]","Conroe, TX"
"This #job might be a great fit for you: Bartender - https://t.co/j8UqNjfM1G #Hospitality #Hanover, MD #Hiring #CareerArc",TMJ-BAL HRTA Jobs,Wed Dec 06 17:58:34 +0000 2017,"[39.1527244, -76.731495]","Severn, MD"
"Interested in a #job in #EastPeoria, IL? This could be a great fit: https://t.co/tEEEqVF7It #Retail #Hiring #CareerArc",TMJ-IL Retail Jobs,Wed Dec 06 17:58:35 +0000 2017,"[40.666149, -89.5800978]","East Peoria, IL"
A little highlight fun this morning. Who says you have to go darker for the winter?! Do what… https://t.co/0wSWDLncOQ,shemiekap,Wed Dec 06 17:58:36 +0000 2017,"[33.06457, -97.08332]","Flower Mound, TX"
I really dig this Snapchat filter @ Sugar Hill Historic District https://t.co/Cpf1sUccY0,Rick Conti,Wed Dec 06 17:58:36 +0000 2017,"[40.827222, -73.943333]","Manhattan, NY"
"Want to work in #Littleton, MA? View our latest opening: https://t.co/hAsk0Dxe8C #IT #Job #Jobs #Hiring #CareerArc",TMJ-BOS IT Adm. Jobs,Wed Dec 06 17:58:37 +0000 2017,"[42.5372893, -71.5128022]","Littleton, MA"
"Can you recommend anyone for this #job in #Fresno, CA? https://t.co/fApW8JQJCL #CustomerService #Hiring #CareerArc",TMJ-FRE CstSrv Jobs,Wed Dec 06 17:58:37 +0000 2017,"[36.7717038, -119.8339781]","Fresno, CA"
repost from @eyezonu There are so many things to consider when thinking of ways to bring… https://t.co/FEgUeTlYYR,ScissorSalute™Show,Wed Dec 06 17:58:37 +0000 2017,"[40.7142, -74.0064]","Manhattan, NY"
"Good thing I brought my lunch to work today. (@ Legacy Community Health Admin in Houston, TX) https://t.co/94t89A1P85",Brent Pennington,Wed Dec 06 17:58:37 +0000 2017,"[29.742507, -95.372751]","Houston, TX"
"#CHECO7XDP #wallpaper#fondodeescritorio#dad#sister#padre#hermana @ Chelsea, Lower Manhattan https://t.co/YYJvZjXMaK",CHECO7X,Wed Dec 06 17:58:38 +0000 2017,"[40.74327487, -74.00494504]","Manhattan, NY"
"Want to work at Citizens Bank? We're #hiring in #Dedham, MA! Click for details: https://t.co/pispE6zb7c #cfgjobs #Job #Jobs #CareerArc","Boston, MA Jobs",Wed Dec 06 17:58:39 +0000 2017,"[42.2436085, -71.1676536]","Dedham, MA"
"We're #hiring! Click to apply: Billing Clerk - https://t.co/smFugWdkfO #Sales #Houston, TX #Job #Jobs #CareerArc",TMJ - HOU Sales Jobs,Wed Dec 06 17:58:39 +0000 2017,"[29.7604267, -95.3698028]","Houston, TX"
"Join the O'Reilly Auto Parts team! See our latest #job opening here: #career #hiring https://t.co/Z8GL8Y3i6h #Arlington, TX #CareerArc",Dallas Sales Jobs,Wed Dec 06 17:58:39 +0000 2017,"[32.7058131, -97.0971507]","Arlington, TX"
"Can you recommend anyone for this #job? Parts Delivery - https://t.co/j9Pp1b87lC #Visalia, CA #Hiring #CareerArc",TMJ-FRE Transp. Jobs,Wed Dec 06 17:58:39 +0000 2017,"[36.313917, -119.3146874]","Visalia, CA"
We are looking for a buyer on 12604 Leeila #Cleveland #OH  #realestate https://t.co/Nu0wG7oYpI https://t.co/nXIDCfiCO0,TriCounty Properties,Wed Dec 06 17:58:39 +0000 2017,"[41.441341, -81.776175]","Cleveland, OH"
"I'm at New York Marriott Marquis - @mhmarquisnyc in New York, NY https://t.co/v6j3Rw4k05",Jeanne Perrone,Wed Dec 06 17:58:40 +0000 2017,"[40.75866503, -73.98599014]","Manhattan, NY"
"We're #hiring! Click to apply: Team CDL Owner Operator, Truck Driver, Drop &amp; Hook - https://t.co/IZzWK81o3q… https://t.co/D9faGi9nj3",TMJ-AR Transport.,Wed Dec 06 17:58:40 +0000 2017,"[34.7464809, -92.2895948]","Little Rock, AR"
"We're #hiring! Click to apply: Crew Member / Customer Service - https://t.co/05oG9ZedbP #Hospitality #Longmont, CO #Job #Jobs #CareerArc",TMJ-COB HRTA Jobs,Wed Dec 06 17:58:41 +0000 2017,"[40.143748, -105.132144]","Longmont, CO"
Found this on my desk today. Thanks @jenpicwhit for making me feel… https://t.co/0GQklnfF20,Ezra David Romero,Wed Dec 06 17:58:42 +0000 2017,"[38.55238827, -121.41993269]","Sacramento, CA"
"Join the Kindred team! See our latest #job opening here: https://t.co/rPHs0Qsj5d #Nursing #Circleville, OH #Hiring #CareerArc",TMJ-CHH Nursing Jobs,Wed Dec 06 17:58:42 +0000 2017,"[39.600618, -82.9460133]","Circleville, OH"
"Interested in a #job in #Spokane, WA? This could be a great fit: https://t.co/0ER0XUW0Ag #Nursing #Hiring #CareerArc",TMJ-WAK Nursing Jobs,Wed Dec 06 17:58:42 +0000 2017,"[47.6587802, -117.4260466]","Spokane, WA"
"Can you recommend anyone for this #job in #Searcy, AR? https://t.co/6gSbo7zlUD #Retail #Hiring #CareerArc",TMJ-AR Retail Jobs,Wed Dec 06 17:58:42 +0000 2017,"[35.2504061, -91.6923047]","Searcy, AR"
